,Diagnosis_(DX),Chief_Sign,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10
4417,generalized_anxiety_disorder,mood or anxiety disorder,anxiety,dx,,,,,,,,
4418,selective_multism,mood or anxiety disorder,anxiety,dx,,,,,,,,
4419,seperation_anxiety_disorder,mood or anxiety disorder,anxiety,dx,,,,,,,,
4420,"liver:_hepatoblastoma,_hepatocellular_carcinoma,_adenoma",abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4421,"kidney:_wilms_tumor,_renal_cell_carcinoma",abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4422,muscle:_rhabdomyosarcoma,abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4423,bowe:_lymphoma,abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4424,adrenal:_neuroblastoma,abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4425,genitourinary:_germ_cell_tumor,abdominal mass,ultrasound_mass,tumor,dx,,,,,,,
4426,hepatomegaly,abdominal mass,ultrasound_mass,no_tumor,liver,dx,,,,,,
4427,hydronephrosis,abdominal mass,ultrasound_mass,no_tumor,kidney,dx,,,,,,
4428,congenital_cystic_disease,abdominal mass,ultrasound_mass,no_tumor,kidney,dx,,,,,,
4429,constipation,abdominal mass,ultrasound_mass,no_tumor,bowel,dx,,,,,,
4430,appendicitis,abdominal mass,ultrasound_mass,no_tumor,bowel,dx,,,,,,
4431,meckles,abdominal mass,ultrasound_mass,no_tumor,bowel,dx,,,,,,
4432,splenomegaly,abdominal mass,ultrasound_mass,no_tumor,spleen,dx,,,,,,
4433,splenic_rupture,abdominal mass,ultrasound_mass,no_tumor,spleen,dx,,,,,,
4434,ovarian_cyst,abdominal mass,ultrasound_mass,no_tumor,genitourinary,dx,,,,,,
4435,pregnancy,abdominal mass,ultrasound_mass,no_tumor,genitourinary,dx,,,,,,
4436,congenital_heart_disease,shock,cardiogenic_shock,dx,,,,,,,,
4437,acquired_heart_disease,shock,cardiogenic_shock,dx,,,,,,,,
4438,arrhythmia,shock,cardiogenic_shock,dx,,,,,,,,
4439,sepsis,shock,distributive_shcok,dx,,,,,,,,
4440,anaphylaxis,shock,distributive_shcok,dx,,,,,,,,
4441,burns,shock,distributive_shcok,dx,,,,,,,,
4442,neurogenic_shock,shock,distributive_shcok,dx,,,,,,,,
4443,pulmonary_embolism,shock,obstructive_shcok,dx,,,,,,,,
4444,tension_pneumothorax,shock,obstructive_shcok,dx,,,,,,,,
4445,cardiac_tamponade,shock,obstructive_shcok,dx,,,,,,,,
4446,dehydration,shock,hypovolemic_shock,dx,,,,,,,,
4447,vomiting,shock,hypovolemic_shock,dx,,,,,,,,
4448,diarrhea,shock,hypovolemic_shock,dx,,,,,,,,
4449,bleed/trauma,shock,hypovolemic_shock,dx,,,,,,,,
4450,prolonged_fast,hypoglycemia,decreased_substrate,dx,,,,,,,,
4451,prematurity,hypoglycemia,decreased_substrate,dx,,,,,,,,
4452,small_for_gestional_age,hypoglycemia,decreased_substrate,dx,,,,,,,,
4453,hyperinsulinism,hypoglycemia,endocrine,dx,,,,,,,,
4454,panhypopituitarism,hypoglycemia,endocrine,decreased_counter-regulation,dx,,,,,,,
4455,growth_hormone_deficiency,hypoglycemia,endocrine,decreased_counter-regulation,dx,,,,,,,
4456,acth_deficiency,hypoglycemia,endocrine,decreased_counter-regulation,dx,,,,,,,
4457,hypothyroid,hypoglycemia,endocrine,decreased_counter-regulation,dx,,,,,,,
4458,adrenal_insufficiency,hypoglycemia,endocrine,decreased_counter-regulation,dx,,,,,,,
4459,metabolic_disease,hypoglycemia,metabolic,dx,,,,,,,,
4460,sepsis,hypoglycemia,increased_demand,dx,,,,,,,,
4461,congestive_heart_failure,hypoglycemia,increased_demand,dx,,,,,,,,
4462,renal_failure,hypoglycemia,increased_demand,dx,,,,,,,,
4463,shock,hypoglycemia,increased_demand,dx,,,,,,,,
4464,poisoning/intoxication,hypoglycemia,increased_demand,dx,,,,,,,,
4465,poisoning/intoxication,altered level of consciousness,drugs,dx,,,,,,,,
4466,bacterial,altered level of consciousness,infection,dx,,,,,,,,
4467,viral,altered level of consciousness,infection,dx,,,,,,,,
4468,hypoglycemia,altered level of consciousness,metabolic,dx,,,,,,,,
4469,hypernatremia,altered level of consciousness,metabolic,dx,,,,,,,,
4470,hyponatremia,altered level of consciousness,metabolic,dx,,,,,,,,
4471,metabolic_disease,altered level of consciousness,metabolic,dx,,,,,,,,
4472,trauma/head_injury,altered level of consciousness,structural,dx,,,,,,,,
4473,abusive_head_trauma,altered level of consciousness,structural,dx,,,,,,,,
4474,brain_tumor,altered level of consciousness,structural,dx,,,,,,,,
4475,"increased_intracranial_pressure,_(e.g._hydrocephalus,_space_occupying_lesions,_idiopathic,_drugs)",altered level of consciousness,structural,dx,,,,,,,,
4476,vascular,altered level of consciousness,structural,dx,,,,,,,,
4477,concussion,altered level of consciousness,structural,dx,,,,,,,,
4478,seizure/status_epilepticus,altered level of consciousness,other,dx,,,,,,,,
4479,cardiac,altered level of consciousness,other,dx,,,,,,,,
4480,sycope,altered level of consciousness,other,dx,,,,,,,,
4481,migraine,altered level of consciousness,other,dx,,,,,,,,
4482,immune-mediated_encephalitis,altered level of consciousness,other,dx,,,,,,,,
4483,thrombocytopenia,bleeding/bruising,platelets,dx,,,,,,,,
4484,congenital_disorders_of_platelet_function,bleeding/bruising,platelets,disordered_platelet_function,dx,,,,,,,
4485,drugs,bleeding/bruising,platelets,disordered_platelet_function,dx,,,,,,,
4486,connective_tissue_disorders,bleeding/bruising,vascular_system,dx,,,,,,,,
4487,inflammatory/vasculitis,bleeding/bruising,vascular_system,dx,,,,,,,,
4488,drugs,bleeding/bruising,vascular_system,dx,,,,,,,,
4489,disorders_of_coagulation,bleeding/bruising,disorders_of_coagulation,dx,,,,,,,,
4490,splenomegaly,low platelet count,increased_sequestration,dx,,,,,,,,
4491,thrombus,low platelet count,increased_sequestration,dx,,,,,,,,
4492,"marrow_displacement,",low platelet count,decreased_production,decreased_megakaryopoiesis,dx,,,,,,,
4493,marrow_failure,low platelet count,decreased_production,decreased_megakaryopoiesis,dx,,,,,,,
4494,toxic_damage,low platelet count,decreased_production,decreased_megakaryopoiesis,dx,,,,,,,
4495,b12_deficiency,low platelet count,decreased_production,ineffective_megakaryopoiesis,dx,,,,,,,
4496,folate_deficiency,low platelet count,decreased_production,ineffective_megakaryopoiesis,dx,,,,,,,
4497,drugs,low platelet count,decreased_production,ineffective_megakaryopoiesis,dx,,,,,,,
4498,immune_thrombocytopenia_purpura,low platelet count,increased_destruction,immune,dx,,,,,,,
4499,lupus,low platelet count,increased_destruction,immune,dx,,,,,,,
4500,alloimmune_destruction,low platelet count,increased_destruction,immune,dx,,,,,,,
4501,drugs,low platelet count,increased_destruction,immune,dx,,,,,,,
4502,hemolytic_uremic_syndrome,low platelet count,increased_destruction,non-immune,dx,,,,,,,
4503,thrombotic_thtombocytopenia_purpura,low platelet count,increased_destruction,non-immune,dx,,,,,,,
4504,disseminated_intravascular_coagulation,low platelet count,increased_destruction,non-immune,dx,,,,,,,
4505,infection/sepsis,low platelet count,increased_destruction,non-immune,dx,,,,,,,
4506,foreign_surface,low platelet count,increased_destruction,non-immune,dx,,,,,,,
4507,factor_x,"long pt (inr), long ptt",factor_deficiency,congenital,dx,,,,,,,
4508,factor_v,"long pt (inr), long ptt",factor_deficiency,congenital,dx,,,,,,,
4509,factor_ii,"long pt (inr), long ptt",factor_deficiency,congenital,dx,,,,,,,
4510,fibrinogen,"long pt (inr), long ptt",factor_deficiency,congenital,dx,,,,,,,
4511,disseminated_intravascular_coagulation,"long pt (inr), long ptt",factor_deficiency,acquired,dx,,,,,,,
4512,vitamin_k_deficiency,"long pt (inr), long ptt",factor_deficiency,acquired,vitamin_k_problem,dx,,,,,,
4513,vitamin_k_antagonist,"long pt (inr), long ptt",factor_deficiency,acquired,vitamin_k_problem,dx,,,,,,
4514,liver_disease,"long pt (inr), long ptt",factor_deficiency,acquired,dx,,,,,,,
4515,heparin,"long pt (inr), long ptt",inhibitor,dx,,,,,,,,
4516,congenital_clotting_factor_deficiency,"long pt (inr), normal ptt",sufficient_vitamin_k,dx,,,,,,,,
4517,hemorrhagic_disease_of_the_newborn,"long pt (inr), normal ptt",insuffucient_vitamin_k,vitamin_k_deficiency,dx,,,,,,,
4518,antibiotics_use,"long pt (inr), normal ptt",insuffucient_vitamin_k,vitamin_k_deficiency,dx,,,,,,,
4519,poor_nutrition,"long pt (inr), normal ptt",insuffucient_vitamin_k,vitamin_k_deficiency,dx,,,,,,,
4520,fat_malabsorption,"long pt (inr), normal ptt",insuffucient_vitamin_k,vitamin_k_deficiency,dx,,,,,,,
4521,coumadin_(warfarin)_use,"long pt (inr), normal ptt",insuffucient_vitamin_k,vitamin_k_antagonist,dx,,,,,,,
4522,factor_viii_deficiency,"normal pt (inr), long ptt",bleeding_tendency,congenital,hemophilia,dx,,,,,,
4523,factor_ix_deficiency,"normal pt (inr), long ptt",bleeding_tendency,congenital,hemophilia,dx,,,,,,
4524,factor_xi_deficiency,"normal pt (inr), long ptt",bleeding_tendency,congenital,hemophilia,dx,,,,,,
4525,von_willebrand´s_disease_with_a_low_factor_viii,"normal pt (inr), long ptt",bleeding_tendency,congenital,hemophilia,dx,,,,,,
4526,factor_viii_inhibitor,"normal pt (inr), long ptt",bleeding_tendency,acquired,dx,,,,,,,
4527,heparin,"normal pt (inr), long ptt",bleeding_tendency,acquired,dx,,,,,,,
4528,other_factors,"normal pt (inr), long ptt",bleeding_tendency,acquired,dx,,,,,,,
4529,factor_xii,"normal pt (inr), long ptt",no_bleeding_tendency,congenital,dx,,,,,,,
4530,prekallikrein,"normal pt (inr), long ptt",no_bleeding_tendency,congenital,dx,,,,,,,
4531,high_molecular_weight_kiniogen_(fitzgerald_factor),"normal pt (inr), long ptt",,congenital,dx,,,,,,,
4532,antiphospholipid_antibodies,"normal pt (inr), long ptt",no_bleeding_tendency,acquired,dx,,,,,,,
4533,mild_dehydration,dehydration,dx,,,,,,,,,
4534,moderate_dehydration,dehydration,dx,,,,,,,,,
4535,severe_dehydration,dehydration,dx,,,,,,,,,
4536,hyperglycemia,hyponatremia,pseudo-hyponatremia,dx,,,,,,,,
4537,hypertriglyceridemia,hyponatremia,pseudo-hyponatremia,dx,,,,,,,,
4538,polydipsia,hyponatremia,hyponatremia,adh_suppressed,dx,,,,,,,
4539,abuse/neglect,hyponatremia,hyponatremia,adh_suppressed,decreased_osmolar_intake,dx,,,,,,
4540,inappropriate_formula,hyponatremia,hyponatremia,adh_suppressed,decreased_osmolar_intake,dx,,,,,,
4541,abuse/neglect,hyponatremia,hyponatremia,adh_suppressed,water_intoxication,dx,,,,,,
4542,inappropriate_formula,hyponatremia,hyponatremia,adh_suppressed,water_intoxication,dx,,,,,,
4543,iatrogenic,hyponatremia,hyponatremia,adh_suppressed,water_intoxication,dx,,,,,,
4544,osmotic_diuresis,hyponatremia,hyponatremia,adh_present,hypovolemic,renal,dx,,,,,
4545,hypoaldosteronism,hyponatremia,hyponatremia,adh_present,hypovolemic,renal,dx,,,,,
4546,diuretics,hyponatremia,hyponatremia,adh_present,hypovolemic,renal,dx,,,,,
4547,polyuric_acute_tubular_necrosis,hyponatremia,hyponatremia,adh_present,hypovolemic,extra_renal,dx,,,,,
4548,gi_losses,hyponatremia,hyponatremia,adh_present,hypovolemic,extra_renal,dx,,,,,
4549,insensible_losses,hyponatremia,hyponatremia,adh_present,hypovolemic,extra_renal,dx,,,,,
4550,siadh,hyponatremia,hyponatremia,adh_present,euvolemic,dx,,,,,,
4551,endocrinopathies,hyponatremia,hyponatremia,adh_present,euvolemic,dx,,,,,,
4552,adrenal_insufficiency,hyponatremia,hyponatremia,adh_present,euvolemic,dx,,,,,,
4553,congestive_heart_failure,hyponatremia,hyponatremia,adh_present,hypovolemic,"low_intravascular_volume,_low_eabv",dx,,,,,
4554,nephrotic_syndrome,hyponatremia,hyponatremia,adh_present,hypovolemic,"low_intravascular_volume,_low_eabv",dx,,,,,
4555,nephritis_syndorme,hyponatremia,hyponatremia,adh_present,hypovolemic,"low_intravascular_volume,_low_eabv",dx,,,,,
4556,sepsis_with_capillary_leak,hyponatremia,hyponatremia,adh_present,hypovolemic,"low_intravascular_volume,_low_eabv",dx,,,,,
4557,renal_failure,hyponatremia,hyponatremia,adh_present,hypovolemic,"high_intravascular_volume,_high_eabv",dx,,,,,
4558,abuse/neglect,hypernatremia,salt_excess,exogenous,dx,,,,,,,
4559,iatrogenic,hypernatremia,salt_excess,exogenous,dx,,,,,,,
4560,inappropriate_formula_preparation,hypernatremia,salt_excess,exogenous,dx,,,,,,,
4561,hyperaldosteronism,hypernatremia,salt_excess,endogenous,dx,,,,,,,
4562,diabetic_ketoacidosis,hypernatremia,water_deficit,fluid_losses,renal_loss,osmotic_diuresis,dx,,,,,
4563,mannitol,hypernatremia,water_deficit,fluid_losses,renal_loss,osmotic_diuresis,dx,,,,,
4564,post-obstructive_diuresis,hypernatremia,water_deficit,fluid_losses,renal_loss,osmotic_diuresis,dx,,,,,
4565,polyuric_acute_tubular_necrosis,hypernatremia,water_deficit,fluid_losses,renal_loss,osmotic_diuresis,dx,,,,,
4566,nephrogenic_diabetes_insipidus,hypernatremia,water_deficit,fluid_losses,renal_loss,diabetes_insipidus,dx,,,,,
4567,central_diabetes_insipidus,hypernatremia,water_deficit,fluid_losses,renal_loss,diabetes_insipidus,dx,,,,,
4568,gastroenteritis,hypernatremia,water_deficit,fluid_losses,gi_loss,dx,,,,,,
4569,burns,hypernatremia,water_deficit,fluid_losses,insensible_loss,dx,,,,,,
4570,sweat,hypernatremia,water_deficit,fluid_losses,insensible_loss,dx,,,,,,
4571,respiratory_losses,hypernatremia,water_deficit,fluid_losses,insensible_loss,dx,,,,,,
4572,abuse/neglect,hypernatremia,water_deficit,reduced_intake,dx,,,,,,,
4573,brain_tumour,hypernatremia,water_deficit,reduced_intake,dx,,,,,,,
4574,hypothalamic_dysfunction,hypernatremia,water_deficit,reduced_intake,dx,,,,,,,
4575,genetic,global developmental delay/intellectual disability,prenatal,intrinsic,dx,,,,,,,
4576,metabolic_disease,global developmental delay/intellectual disability,prenatal,intrinsic,dx,,,,,,,
4577,cns_malformations,global developmental delay/intellectual disability,prenatal,intrinsic,dx,,,,,,,
4578,congenital_hypothyroidism,global developmental delay/intellectual disability,prenatal,intrinsic,dx,,,,,,,
4579,teratogens/toxins,global developmental delay/intellectual disability,prenatal,extrinsic,dx,,,,,,,
4580,congenital_infections,global developmental delay/intellectual disability,prenatal,extrinsic,dx,,,,,,,
4581,prematurity,global developmental delay/intellectual disability,perinatal,dx,,,,,,,,
4582,birth_trauma,global developmental delay/intellectual disability,perinatal,dx,,,,,,,,
4583,neonatal_complications,global developmental delay/intellectual disability,perinatal,dx,,,,,,,,
4584,trauma_and_brain_injury,global developmental delay/intellectual disability,postnatal,dx,,,,,,,,
4585,cns_infection,global developmental delay/intellectual disability,postnatal,dx,,,,,,,,
4586,toxins,global developmental delay/intellectual disability,postnatal,dx,,,,,,,,
4587,non_infectious,fever,dx,,,,,,,,,
4588,urinary_tract_infection,fever,infectious,bacterial,dx,,,,,,,
4589,meningitis,fever,infectious,bacterial,dx,,,,,,,
4590,occult_bacteremia/sepsis,fever,infectious,bacterial,dx,,,,,,,
4591,skin_and_soft_tissue_infections,fever,infectious,bacterial,dx,,,,,,,
4592,pneumonia,fever,infectious,bacterial,dx,,,,,,,
4593,encephalitis,fever,infectious,viral,dx,,,,,,,
4594,respiratory_viruses,fever,infectious,viral,dx,,,,,,,
4595,fungal,fever,infectious,other,dx,,,,,,,
4596,parasites,fever,infectious,other,dx,,,,,,,
4597,"consider_both:_clinical_approach_to_fever_in_the_<1month_old,_and_clinical_approach_to_fever_in_the_>3_month_old",fever,detailed_history_and_physical_exam,dx,,,,,,,,
4598,pneumonia,fever,infectious,bacterial,dx,,,,,,,
4599,otitis_media,fever,infectious,bacterial,dx,,,,,,,
4600,urinary_tract_infection,fever,infectious,bacterial,dx,,,,,,,
4601,occult_bacteremia/sepsis,fever,infectious,bacterial,dx,,,,,,,
4602,meningitis/meningococcemia,fever,infectious,bacterial,dx,,,,,,,
4603,skin_and_soft_tissue_infections,fever,infectious,bacterial,dx,,,,,,,
4604,bacterial_respiratory_tract_infections,fever,infectious,bacterial,dx,,,,,,,
4605,respiratory_viruses,fever,infectious,viral,dx,,,,,,,
4606,mononucleosis,fever,infectious,viral,dx,,,,,,,
4607,gastroenteritis,fever,infectious,viral,dx,,,,,,,
4608,fungal,fever,infectious,other,dx,,,,,,,
4609,protozoa,fever,infectious,other,dx,,,,,,,
4610,other_parasites,fever,infectious,other,dx,,,,,,,
4611,leukemia,fever,non_infectious,malignancy,dx,,,,,,,
4612,lymphoma,fever,non_infectious,malignancy,dx,,,,,,,
4613,neuroblastoma,fever,non_infectious,malignancy,dx,,,,,,,
4614,brain_tumor,fever,non_infectious,malignancy,dx,,,,,,,
4615,bone_tumor,fever,non_infectious,malignancy,dx,,,,,,,
4616,acute_abdomen,fever,non_infectious,other,dx,,,,,,,
4617,kawasaki_disease,fever,non_infectious,autoimmune/inflammatory,dx,,,,,,,
4618,inflammatory_bowel_disease,fever,non_infectious,autoimmune/inflammatory,dx,,,,,,,
4619,systemic_lupus_erythematous,fever,non_infectious,autoimmune/inflammatory,dx,,,,,,,
4620,junvenile_idiopathic_arthritis,fever,non_infectious,autoimmune/inflammatory,dx,,,,,,,
4621,neglect,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4622,decreased_brest_milk_supply,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4623,inappropiate_formula_mixing,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4624,poverty,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4625,disturbed_parent-child_relationship,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4626,disordered_eating,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4627,oral_averasion,failure to thrive,intake_reduced,non-organic_causes/contributors,dx,,,,,,,
4628,gastroesophageal_reflux/reflux_disease,failure to thrive,intake_reduced,organic_causes,dx,,,,,,,
4629,neuromuscular_disease_with_poor_feeding,failure to thrive,intake_reduced,organic_causes,dx,,,,,,,
4630,anatomical_issues,failure to thrive,intake_reduced,organic_causes,dx,,,,,,,
4631,dysphagia,failure to thrive,intake_reduced,organic_causes,dx,,,,,,,
4632,vomiting,failure to thrive,intake_normal_or_high,increased_losses,dx,,,,,,,
4633,gastroesophageal_reflux/reflux_disease,failure to thrive,intake_normal_or_high,increased_losses,dx,,,,,,,
4634,renal_tubular_acidosis,failure to thrive,intake_normal_or_high,increased_losses,dx,,,,,,,
4635,malabsorption,failure to thrive,intake_normal_or_high,increased_losses,dx,,,,,,,
4636,metabolic_disease,failure to thrive,intake_normal_or_high,failure_to_utilize,dx,,,,,,,
4637,congestive_heart_failure,failure to thrive,intake_normal_or_high,icreased_demands,dx,,,,,,,
4638,chronic_respiratory_distress,failure to thrive,intake_normal_or_high,icreased_demands,dx,,,,,,,
4639,malignancy,failure to thrive,intake_normal_or_high,icreased_demands,dx,,,,,,,
4640,endocrinopathies,failure to thrive,intake_normal_or_high,icreased_demands,dx,,,,,,,
4641,famillial_short_stature,failure to thrive,intake_normal_or_high,decreased_growth_potential,dx,,,,,,,
4642,genetic_syndromes,failure to thrive,intake_normal_or_high,decreased_growth_potential,dx,,,,,,,
4643,intrauterine_insults,failure to thrive,intake_normal_or_high,decreased_growth_potential,dx,,,,,,,
4644,skeletal_dysplasias,short stature,"height>3rd_percentile._detailed_history,_physical_exam,_and_mid-parental_target_height","concerning_symptoms:_low_weight,_dysmorphic,_delayed_puberty",pathological,disproportionate,dx,,,,,
