UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,breast_milk_jaundice,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",decreased_bilirubin_clearance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gilbert's,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",decreased_bilirubin_clearance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,criglar_najar,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",decreased_bilirubin_clearance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gi_obstruction,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_enterohepatic_circulation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,breast_feeding_jaundice/dehydration,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_enterohepatic_circulation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"infectious (torch,hepatitis_virus,bacterial_sepsis,uti)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"genetic (cystic_fibrosis, alagille_syndrome)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"metabolic_
(inborn_errors_of_metabolism,_alpha-1-antitrpsin_deficiency)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"endocrine
(hypothyroid,_hypopituitarism)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"iatrogenic_
(eg._tpn,_other_drugs)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"neoplastic_
(hepatoblastoma)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,hpeatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,biliary_artesia,nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,post_hepatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"other_obstructive_
(eg._choledochal_cyst,_mass,_intestinal_obstruction)",nan,324,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"direct_(conjugated)_hyperbilirubinemia)_
>20%_direct",*direct hyperbilirubinemia is never normal and requires further worup,post_hepatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,high_sugar_load,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,dietary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lactose_intolerance,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,dietary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"viral_
(gastroenteritis)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,infectious,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"bacteria
(eg._e._coli,_salmonella,_yersinia,_campylobacter,_shigelia)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,infectious,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"parasitic_
(eg._giardia,_e_histolytica)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,infectious,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,antibiotics,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,acute,<2 weeks,drugs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,laxatives,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,"acute_
(<2_weeks)",<2 weeks,drugs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,celiac_disease,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",red_flags_present,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"inflammatory_bowel_disease_
(crohn's_disease)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",red_flags_present,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pancreatic_insufficiency,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",red_flags_present,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,secretory_neoplasm,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",red_flags_present,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,celiac_disease,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,constipation_with_overflow_diarrhea,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lactose_intolerance,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bacterial_overgrowth,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,carbohydrate_malabsoption,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,drugs/toxins,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperthyroid,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,irritable_bowel_syndrome,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,non-bloody,"*red flags
*night time awakening, 
*systemic symptoms (fever, weight loss /ftt, rash, joint swelling)",no_red_flags_preset,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"inflammatory_bowel_disease_
(crohn's_disease,_ulcerative_colitis)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,"bloody_
(red_flag)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,c_difficile,nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,"bloody_
(red_flag)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"drugs_
(eg._antibiotics,_laxatives)",nan,325,pediatric,pediatric diarrhea,nan,nan,*history and physical exam,nan,nan,chronic,>2 weeks,"bloody_
(red_flag)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,insufficient_intake/nutrition_and_feeding_issues,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,dieraty/functional,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypothyroidism,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant_,nan,systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hirschsprung's_disease,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intestinal_atresia,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cystic_fibrosis,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,imperforate_anus,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,anal_atresia,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intestinal_stenosis,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,neonate/infant,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,insufficient_intake/nutrition_and_feeding_issues,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,dieraty/functional,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,witholding,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,dieraty/functional,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"painful
(eg._fissures)",nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,dieraty/functional,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"drugs
(narcotics,_psychotropics)",nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,dieraty/functional,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,celiac_disease,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypothyroidism,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bowe_obstruction,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pseudo-obstruction,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,anatomic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hirschsprung's_disease,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,spinal_cord_lesions,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,guillian-barré_syndrome,nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"neglect,_
physical_abuse,_
sexual_abuse",nan,326,pediatric,constipation,nan,nan,"*history of infrequent bowe movements, hard, small stools, painful evacuation, overflow encopresis.
*detailed abdominal and neurological physical exams",nan,nan,older_child,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,teething,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,teeth,nan,neurologic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,crohn's_disease,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,gastrointestinal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ulcerative_colitis,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,gastrointestinal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"gum_disease
(eg._gingivitis)",nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"hand,_foot_and_mouth_dsease
(coxsackie_virus)",nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,streptococcal_throat_infection,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,canker_sore,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,herpex_simplex_virus,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"inflamed_papillae
(eg._burn)",nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,painful,nan,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,impetigo,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,non-painful,nan,non-inflammatory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mucocele,nan,327,pediatric,mouth disorders,nan,nan,nan,nan,nan,mucous_membranes,nan,non-painful,nan,non-inflammatory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
